0.0225532	0.547945
0.0264067	1.36986
0.0302602	2.60274
0.0341137	4.65753
0.0379672	8.08219
0.0418208	9.72603
0.0456743	11.2329
0.0495278	11.6438
0.0533813	11.0959
0.0572348	7.94521
0.0610884	6.71233
0.0649419	5.20548
0.0687954	3.9726
0.0726489	2.87671
0.0765024	2.87671
0.080356	2.19178
0.0842095	1.36986
0.088063	1.09589
0.0919165	0.684932
0.09577	0.547945
0.0996236	0.410959
0.103477	0.547945
0.107331	0.547945
0.111184	0.547945
0.115038	0.410959
0.118891	0.273973
0.122745	0.136986
0.126598	0
0.130452	0
0.134305	0.136986
