0.0432697	1.51786
0.0625471	4.10714
0.0818245	7.67857
0.101102	10.4464
0.120379	12.3214
0.139657	11.875
0.158934	11.25
0.178211	8.125
0.197489	5.71429
0.216766	4.46429
0.236044	3.75
0.255321	2.14286
0.274599	1.96429
0.293876	1.60714
0.313153	1.33929
0.332431	1.25
0.351708	1.07143
0.370986	0.982143
0.390263	1.16071
0.40954	1.07143
0.428818	0.982143
0.448095	0.982143
0.467373	0.892857
0.48665	0.714286
0.505927	0.446429
0.525205	0.357143
0.544482	0.357143
0.563759	0.267857
0.583037	0.267857
0.602314	0.357143
