0.0181565	0.273973
0.0190142	0.410959
0.0198718	0.410959
0.0207295	0.410959
0.0215871	0.410959
0.0224448	0.273973
0.0233024	0.684932
0.0241601	0.684932
0.0250178	0.684932
0.0258754	0.958904
0.0267331	0.821918
0.0275907	0.547945
0.0284484	0.547945
0.029306	0.547945
0.0301637	0.273973
0.0310213	0.547945
0.031879	0.273973
0.0327366	0.273973
0.0335943	0.547945
0.0344519	0.821918
0.0353096	0.547945
0.0361672	0.958904
0.0370249	0.958904
0.0378826	0.958904
0.0387402	0.958904
0.0395979	1.64384
0.0404555	2.87671
0.0413132	5.89041
0.0421708	9.72603
0.0430285	16.5753
