0.218818	0.136986
0.229038	0.547945
0.239258	0.821918
0.249478	0.821918
0.259698	1.09589
0.269918	1.36986
0.280138	1.23288
0.290359	1.78082
0.300579	2.60274
0.310799	3.0137
0.321019	4.38356
0.331239	5.34247
0.341459	4.93151
0.351679	5.06849
0.361899	5.75342
0.372119	5.06849
0.382339	5.20548
0.392559	5.61644
0.402779	6.0274
0.412999	5.75342
0.423219	5.20548
0.433439	4.38356
0.44366	4.79452
0.45388	3.69863
0.4641	3.69863
0.47432	3.42466
0.48454	3.0137
0.49476	1.91781
0.50498	1.64384
0.5152	0.684932
