StrokeID,X,Y,Pressure,Titling,Panning,Rolling,Timestamp,PenState
0,631,1088,478,500,1220,0,134007555138829765,0;TBN_DOWN
0,631,1088,478,500,1220,0,134007555139142085,0;TBN_NONE
0,631,1088,496,500,1240,0,134007555139142085,0;TBN_NONE
0,631,1088,510,500,1240,0,134007555139142085,0;TBN_NONE
0,631,1088,517,500,1240,0,134007555139142085,0;TBN_NONE
0,631,1088,522,500,1250,0,134007555139142085,0;TBN_NONE
0,631,1088,524,500,1250,0,134007555139142085,0;TBN_NONE
0,631,1088,524,500,1250,0,134007555139298470,0;TBN_NONE
0,631,1088,524,490,1260,0,134007555139298470,0;TBN_NONE
0,629,1086,525,490,1260,0,134007555139454599,0;TBN_NONE
0,629,1086,526,490,1260,0,134007555139454599,0;TBN_NONE
0,629,1086,527,490,1260,0,134007555139923441,0;TBN_NONE
0,629,1086,527,490,1270,0,134007555139923441,0;TBN_NONE
0,629,1086,528,490,1270,0,134007555139923441,0;TBN_NONE
0,628,1086,528,490,1270,0,134007555139923441,0;TBN_NONE
0,628,1086,528,490,1270,0,134007555140079610,0;TBN_NONE
0,628,1086,529,480,1280,0,134007555140079610,0;TBN_NONE
0,627,1086,529,480,1280,0,134007555140079610,0;TBN_NONE
0,626,1086,527,480,1280,0,134007555140079610,0;TBN_NONE
0,625,1086,525,480,1280,0,134007555140079610,0;TBN_NONE
0,624,1086,522,480,1280,0,134007555140079610,0;TBN_NONE
0,622,1088,518,480,1300,0,134007555140079610,0;TBN_NONE
0,620,1089,517,480,1300,0,134007555140079610,0;TBN_NONE
0,617,1091,515,480,1300,0,134007555140235849,0;TBN_NONE
0,614,1094,515,480,1300,0,134007555140235849,0;TBN_NONE
0,611,1097,515,480,1300,0,134007555140235849,0;TBN_NONE
0,608,1101,515,480,1300,0,134007555140392102,0;TBN_NONE
0,604,1105,521,480,1300,0,134007555140392102,0;TBN_NONE
0,601,1109,524,480,1300,0,134007555140392102,0;TBN_NONE
0,597,1113,526,480,1300,0,134007555140548356,0;TBN_NONE
0,593,1117,528,480,1300,0,134007555140548356,0;TBN_NONE
0,590,1122,528,480,1300,0,134007555140548356,0;TBN_NONE
0,586,1126,528,480,1300,0,134007555140704606,0;TBN_NONE
0,582,1130,532,470,1280,0,134007555140704606,0;TBN_NONE
0,578,1134,532,470,1280,0,134007555140704606,0;TBN_NONE
0,574,1138,532,470,1280,0,134007555140860856,0;TBN_NONE
0,570,1142,537,470,1280,0,134007555140860856,0;TBN_NONE
0,566,1146,539,470,1280,0,134007555140860856,0;TBN_NONE
0,562,1151,542,460,1270,0,134007555141017102,0;TBN_NONE
0,557,1155,543,460,1270,0,134007555141017102,0;TBN_NONE
0,552,1160,546,460,1270,0,134007555141173355,0;TBN_NONE
0,547,1166,550,460,1290,0,134007555141173355,0;TBN_NONE
0,541,1171,552,460,1290,0,134007555141173355,0;TBN_NONE
0,536,1177,557,460,1290,0,134007555141329609,0;TBN_NONE
0,530,1183,560,460,1290,0,134007555141329609,0;TBN_NONE
0,524,1189,562,460,1270,0,134007555141485866,0;TBN_NONE
0,518,1194,565,460,1270,0,134007555141485866,0;TBN_NONE
0,512,1200,567,460,1270,0,134007555141485866,0;TBN_NONE
0,507,1205,568,460,1270,0,134007555141485866,0;TBN_NONE
0,501,1211,569,460,1260,0,134007555141642116,0;TBN_NONE
0,496,1217,569,460,1260,0,134007555141642116,0;TBN_NONE
0,491,1223,571,450,1280,0,134007555141642116,0;TBN_NONE
0,486,1228,569,450,1280,0,134007555141798366,0;TBN_NONE
0,482,1232,570,450,1280,0,134007555141798366,0;TBN_NONE
0,480,1236,570,450,1280,0,134007555141954619,0;TBN_NONE
0,476,1240,571,450,1280,0,134007555141954619,0;TBN_NONE
0,473,1242,570,450,1280,0,134007555141954619,0;TBN_NONE
0,472,1244,570,460,1260,0,134007555142110873,0;TBN_NONE
0,472,1245,570,460,1260,0,134007555142110873,0;TBN_NONE
0,471,1246,570,460,1260,0,134007555142110873,0;TBN_NONE
0,472,1246,566,460,1260,0,134007555142267130,0;TBN_NONE
0,473,1247,565,460,1260,0,134007555142267130,0;TBN_NONE
0,474,1247,565,460,1260,0,134007555142267130,0;TBN_NONE
0,476,1247,565,460,1270,0,134007555142423376,0;TBN_NONE
0,480,1247,567,460,1270,0,134007555142423376,0;TBN_NONE
0,482,1246,569,460,1270,0,134007555142423376,0;TBN_NONE
0,486,1245,572,460,1270,0,134007555142579630,0;TBN_NONE
