28,2307660032,16588,1620,-2788,27,35,117,-4865,-10497,-8449,21622,23778,-15188,1010,1024,1022,
28,2710313216,16700,1708,-3040,25,49,96,-6145,-11265,-9217,-26677,7108,-25923,1013,1024,1022,
28,3129743616,16608,1672,-3172,-3,41,99,-4865,-9985,-9473,-745,7176,450,1009,1024,1022,
28,3515619584,16632,1700,-3008,3,48,81,-5889,-13057,-8961,-25348,1595,13073,1011,1024,1022,
28,3935049984,16544,1740,-3060,3,36,74,-6657,-11265,-9217,25973,-21034,25622,1011,1024,1022,
28,59578624,16572,1740,-2936,17,48,100,-6401,-11521,-7937,-19517,24428,26089,1011,1024,1021,
28,462231808,16584,1732,-3168,19,48,82,-5633,-11777,-8193,-4989,-22349,-25462,1011,1024,1022,
28,881662208,16660,1672,-3008,14,65,112,-6401,-11009,-10497,13563,-45,-24424,1011,1024,1021,
28,1284315392,16600,1756,-3056,24,22,94,-4609,-12289,-8193,-1282,26554,11381,1016,1024,1022,
28,1686968576,16660,1740,-2880,9,26,118,-5889,-12033,-7937,28838,-1327,-5920,1014,1024,1021,
28,2089621760,16668,1696,-2900,-2,57,81,-6657,-12289,-10241,26571,-25657,14569,1010,1024,1023,
28,2509052160,16700,1736,-2984,7,45,103,-6401,-12033,-9985,-32611,-7676,-28912,1011,1024,1022,
28,2928482560,16556,1720,-3024,11,34,83,-5121,-11265,-8193,-766,-19974,-17642,1009,1024,1023,
28,3331135744,16604,1648,-3000,14,46,103,-5121,-10753,-9217,-17752,6055,-26802,1012,1024,1022,
28,3733788928,16528,1752,-3096,20,30,87,-6145,-11777,-10241,-30100,-17231,-24951,1010,1024,1023,
28,4136442112,16520,1644,-3128,13,45,98,-5377,-11009,-10497,-13875,19312,23110,1011,1024,1021,
28,260970752,16632,1724,-2976,9,37,85,-4865,-12033,-8449,-4104,16254,-23416,1010,1024,1022,
28,663623936,16644,1732,-3072,6,59,107,-5377,-12545,-8961,-1667,11168,-11863,1011,1024,1021,
28,1083054336,16564,1612,-3028,46,36,93,-4865,-12033,-9473,24842,9811,16198,1012,1024,1023,
28,1485707520,16612,1672,-2852,-2,41,95,-5633,-11265,-9729,-9722,30194,-22110,1013,1024,1022,
28,1888360704,16536,1712,-2832,24,31,111,-4865,-11009,-8449,26451,-14632,-22450,1010,1024,1022,
28,2307791104,16544,1752,-2888,19,41,100,-5377,-11009,-8961,-17239,-28068,26985,1012,1024,1022,
28,2710444288,16604,1784,-2968,14,45,85,-5633,-11265,-9729,-20600,13097,527,1011,1024,1022,
28,3129874688,16564,1660,-3024,8,49,98,-6145,-11265,-8705,-7908,10849,741,1012,1024,1022,
28,3532527872,16680,1740,-3100,21,45,93,-7169,-11777,-8705,-15258,12591,-18134,1012,1024,1022,
28,3935181056,16600,1704,-2968,12,31,82,-4097,-11777,-9217,7896,12120,-1632,1012,1024,1022,
28,59709696,16644,1724,-3048,-1,52,77,-5889,-11009,-9985,-23550,9443,29670,1013,1024,1021,
28,2511935744,16604,1676,-3076,30,53,88,-6657,-10753,-9217,-12396,12331,7768,1013,1024,1021,
28,2931366144,16520,1756,-2976,-12,42,100,-6657,-9217,-9217,25214,-27652,4549,1014,1024,1022,
28,3334019328,16576,1676,-3148,39,23,87,-6657,-11777,-9217,-11734,29638,5557,1013,1024,1022,
28,3736672512,16568,1688,-2924,7,64,97,-5889,-11521,-8961,-11007,25650,25064,1011,1024,1022,
28,1689852160,16480,1644,-3028,21,29,98,-5121,-11777,-7681,3470,7019,17598,1013,1024,1021,
28,2092505344,16696,1736,-3112,5,43,107,-6913,-11009,-10497,-13484,-29156,-9510,1011,1024,1022,
28,2511935744,16604,1676,-3076,30,53,88,-6657,-10753,-9217,-12396,12331,7768,1013,1024,1021,
28,2931366144,16520,1756,-2976,-12,42,100,-6657,-9217,-9217,25214,-27652,4549,1014,1024,1022,
28,3334019328,16576,1676,-3148,39,23,87,-6657,-11777,-9217,-11734,29638,5557,1013,1024,1022,
28,3736672512,16568,1688,-2924,7,64,97,-5889,-11521,-8961,-11007,25650,25064,1011,1024,1022,
28,4139325696,16544,1684,-2988,24,31,91,-6401,-11521,-9473,8163,-26167,-5015,1013,1024,1022,
28,263854336,16624,1688,-2972,-13,37,106,-4865,-10497,-10497,-28607,-17586,5138,1011,1024,1022,
28,666507520,16604,1728,-3128,5,35,119,-5121,-11265,-9729,24832,3802,17806,1014,1024,1022,
28,1085937920,16568,1660,-3020,8,45,102,-4865,-11009,-9473,10513,-7416,23428,1010,1024,1022,
28,1488591104,16636,1692,-2980,36,52,86,-5889,-11521,-9985,-32310,3025,-2348,1013,1024,1022,
28,1891244288,16636,1808,-2912,17,36,111,-6145,-11265,-10241,5947,25467,-2241,1011,1024,1022,
28,2310674688,16624,1708,-3080,32,24,106,-5633,-11777,-10241,-466,12282,-31274,1014,1024,1022,
28,2713327872,16668,1696,-2964,5,64,92,-6145,-11265,-7681,-21901,388,-17362,1010,1024,1022,
28,3132758272,16648,1692,-3016,-1,-1,100,-6145,-11265,-8193,1849,-8768,-29489,1013,1024,1021,
28,3535411456,16520,1720,-2992,3,42,79,-5121,-11265,-9217,31130,18008,2475,1010,1024,1022,
28,3938064640,16680,1716,-2896,-5,13,84,-5889,-11521,-9985,-2864,-21585,-30022,1013,1024,1023,
