StrokeID,X,Y,Pressure,Titling,Panning,Rolling,Timestamp,PenState
0,667,1069,518,630,1490,0,133888313914176187,0;TBN_DOWN
0,667,1069,518,630,1490,0,133888313914644565,0;TBN_NONE
0,667,1069,514,630,1490,0,133888313914644565,0;TBN_NONE
0,667,1069,515,630,1490,0,133888313914644565,0;TBN_NONE
0,667,1069,516,620,1470,0,133888313914644565,0;TBN_NONE
0,667,1069,520,620,1470,0,133888313914644565,0;TBN_NONE
0,663,1070,520,610,1480,0,133888313914644565,0;TBN_NONE
0,663,1070,520,610,1480,0,133888313914644565,0;TBN_NONE
0,662,1071,527,610,1480,0,133888313914644565,0;TBN_NONE
0,662,1071,530,610,1480,0,133888313914644565,0;TBN_NONE
0,661,1072,538,610,1480,0,133888313914800731,0;TBN_NONE
0,660,1073,551,610,1480,0,133888313914800731,0;TBN_NONE
0,660,1074,567,610,1480,0,133888313914800731,0;TBN_NONE
0,660,1075,579,610,1480,0,133888313914956877,0;TBN_NONE
0,658,1076,594,610,1480,0,133888313914956877,0;TBN_NONE
0,656,1078,608,600,1500,0,133888313914956877,0;TBN_NONE
0,655,1080,620,600,1500,0,133888313915113186,0;TBN_NONE
0,653,1081,627,600,1500,0,133888313915113186,0;TBN_NONE
0,651,1083,637,600,1480,0,133888313915269512,0;TBN_NONE
0,650,1085,649,600,1480,0,133888313915269512,0;TBN_NONE
0,647,1087,658,600,1480,0,133888313915269512,0;TBN_NONE
0,645,1089,668,600,1480,0,133888313915426183,0;TBN_NONE
0,643,1092,678,600,1480,0,133888313915426183,0;TBN_NONE
0,640,1094,686,600,1480,0,133888313915426183,0;TBN_NONE
0,638,1096,695,600,1480,0,133888313915581876,0;TBN_NONE
0,635,1099,702,610,1470,0,133888313915581876,0;TBN_NONE
0,632,1102,709,610,1470,0,133888313915581876,0;TBN_NONE
0,629,1104,716,610,1470,0,133888313915738694,0;TBN_NONE
0,626,1107,724,600,1450,0,133888313915738694,0;TBN_NONE
0,623,1109,729,610,1440,0,133888313915738694,0;TBN_NONE
0,620,1112,734,610,1440,0,133888313915894910,0;TBN_NONE
0,616,1115,739,610,1440,0,133888313915894910,0;TBN_NONE
0,613,1118,744,610,1440,0,133888313915894910,0;TBN_NONE
0,609,1120,747,610,1440,0,133888313916050955,0;TBN_NONE
0,606,1123,754,610,1440,0,133888313916050955,0;TBN_NONE
0,602,1126,758,610,1440,0,133888313916050955,0;TBN_NONE
0,600,1128,765,610,1440,0,133888313916206896,0;TBN_NONE
0,595,1131,771,610,1440,0,133888313916206896,0;TBN_NONE
0,591,1134,773,610,1440,0,133888313916363274,0;TBN_NONE
0,587,1137,774,610,1420,0,133888313916363274,0;TBN_NONE
0,584,1140,776,610,1420,0,133888313916363274,0;TBN_NONE
0,580,1142,779,610,1420,0,133888313916519388,0;TBN_NONE
0,576,1145,779,610,1420,0,133888313916519388,0;TBN_NONE
0,572,1148,783,600,1410,0,133888313916519388,0;TBN_NONE
0,568,1151,784,590,1420,0,133888313916675656,0;TBN_NONE
0,564,1154,788,590,1420,0,133888313916675656,0;TBN_NONE
0,561,1156,790,590,1420,0,133888313916675656,0;TBN_NONE
0,557,1159,795,590,1420,0,133888313916832019,0;TBN_NONE
0,554,1162,797,590,1420,0,133888313916832019,0;TBN_NONE
0,550,1165,798,590,1430,0,133888313916832019,0;TBN_NONE
0,547,1167,799,590,1430,0,133888313916988533,0;TBN_NONE
0,544,1170,800,590,1430,0,133888313916988533,0;TBN_NONE
0,541,1172,800,590,1430,0,133888313917144779,0;TBN_NONE
0,538,1174,800,590,1430,0,133888313917144779,0;TBN_NONE
0,536,1176,800,590,1430,0,133888313917144779,0;TBN_NONE
0,533,1178,800,590,1430,0,133888313917301201,0;TBN_NONE
0,530,1180,803,580,1420,0,133888313917456922,0;TBN_NONE
0,527,1183,801,580,1420,0,133888313917456922,0;TBN_NONE
0,525,1184,802,580,1420,0,133888313917456922,0;TBN_NONE
0,522,1186,804,580,1420,0,133888313917456922,0;TBN_NONE
0,520,1188,803,580,1420,0,133888313917456922,0;TBN_NONE
0,517,1190,804,580,1420,0,133888313917613678,0;TBN_NONE
0,515,1192,805,580,1420,0,133888313917613678,0;TBN_NONE
0,513,1193,805,580,1420,0,133888313917769400,0;TBN_NONE
0,511,1194,805,580,1420,0,133888313917769400,0;TBN_NONE
0,509,1196,805,580,1420,0,133888313917769400,0;TBN_NONE
0,507,1197,805,580,1420,0,133888313917926181,0;TBN_NONE
0,505,1200,804,580,1420,0,133888313917926181,0;TBN_NONE
0,503,1200,804,580,1420,0,133888313917926181,0;TBN_NONE
0,502,1202,804,580,1420,0,133888313918082456,0;TBN_NONE
0,500,1203,805,580,1420,0,133888313918082456,0;TBN_NONE
0,498,1205,804,580,1420,0,133888313918082456,0;TBN_NONE
0,496,1207,804,580,1420,0,133888313918238702,0;TBN_NONE
0,494,1208,804,580,1420,0,133888313918238702,0;TBN_NONE
0,493,1209,806,590,1430,0,133888313918238702,0;TBN_NONE
0,491,1210,805,590,1430,0,133888313918394940,0;TBN_NONE
0,490,1212,805,590,1430,0,133888313918394940,0;TBN_NONE
0,489,1213,805,580,1440,0,133888313918394940,0;TBN_NONE
0,489,1213,805,580,1440,0,133888313918551186,0;TBN_NONE
0,488,1213,803,580,1440,0,133888313918551186,0;TBN_NONE
0,488,1214,801,580,1440,0,133888313918551186,0;TBN_NONE
0,488,1214,796,580,1440,0,133888313918706916,0;TBN_NONE
0,488,1214,794,580,1440,0,133888313918706916,0;TBN_NONE
0,488,1214,791,570,1460,0,133888313918863722,0;TBN_NONE
0,488,1214,786,570,1460,0,133888313918863722,0;TBN_NONE
0,488,1214,786,570,1460,0,133888313918863722,0;TBN_NONE
0,488,1214,786,570,1460,0,133888313919019954,0;TBN_NONE
0,488,1214,786,570,1460,0,133888313919019954,0;TBN_NONE
0,488,1214,785,570,1460,0,133888313919019954,0;TBN_NONE
0,488,1214,785,570,1460,0,133888313919176192,0;TBN_NONE
0,488,1215,785,560,1470,0,133888313919176192,0;TBN_NONE
0,489,1215,785,560,1470,0,133888313919176192,0;TBN_NONE
0,489,1215,785,560,1470,0,133888313919332273,0;TBN_NONE
0,489,1215,785,560,1470,0,133888313919332273,0;TBN_NONE
0,489,1215,784,560,1470,0,133888313919332273,0;TBN_NONE
0,490,1215,786,570,1480,0,133888313919488710,0;TBN_NONE
0,490,1215,787,570,1480,0,133888313919488710,0;TBN_NONE
0,490,1215,790,570,1480,0,133888313919644978,0;TBN_NONE
0,490,1215,791,570,1480,0,133888313919644978,0;TBN_NONE
0,490,1215,791,560,1490,0,133888313919644978,0;TBN_NONE
0,491,1215,792,560,1490,0,133888313919801205,0;TBN_NONE
0,491,1216,791,560,1510,0,133888313919801205,0;TBN_NONE
0,491,1216,790,560,1510,0,133888313919801205,0;TBN_NONE
0,492,1216,789,560,1510,0,133888313919957074,0;TBN_NONE
0,492,1216,787,560,1510,0,133888313919957074,0;TBN_NONE
0,493,1216,785,560,1510,0,133888313919957074,0;TBN_NONE
0,494,1216,787,560,1510,0,133888313920113697,0;TBN_NONE
0,494,1216,789,560,1510,0,133888313920113697,0;TBN_NONE
0,495,1216,792,560,1510,0,133888313920113697,0;TBN_NONE
0,496,1216,795,560,1510,0,133888313920269423,0;TBN_NONE
0,498,1216,798,560,1520,0,133888313920269423,0;TBN_NONE
0,499,1216,799,560,1520,0,133888313920426207,0;TBN_NONE
0,501,1216,801,560,1520,0,133888313920426207,0;TBN_NONE
0,503,1216,806,560,1520,0,133888313920426207,0;TBN_NONE
0,506,1216,805,560,1520,0,133888313920582450,0;TBN_NONE
0,508,1216,805,560,1520,0,133888313920582450,0;TBN_NONE
0,510,1216,805,560,1520,0,133888313920582450,0;TBN_NONE
0,512,1216,807,560,1520,0,133888313920738728,0;TBN_NONE
0,515,1216,808,560,1520,0,133888313920738728,0;TBN_NONE
0,518,1215,810,560,1520,0,133888313920738728,0;TBN_NONE
0,520,1215,810,560,1520,0,133888313920894956,0;TBN_NONE
0,523,1215,810,560,1520,0,133888313920894956,0;TBN_NONE
0,525,1215,813,560,1520,0,133888313920894956,0;TBN_NONE
0,528,1215,814,560,1520,0,133888313921050681,0;TBN_NONE
0,530,1215,814,560,1520,0,133888313921050681,0;TBN_NONE
0,533,1214,816,560,1520,0,133888313921050681,0;TBN_NONE
0,536,1214,815,560,1520,0,133888313921207331,0;TBN_NONE
0,540,1214,816,560,1520,0,133888313921207331,0;TBN_NONE
0,542,1213,816,560,1520,0,133888313921363382,0;TBN_NONE
0,545,1213,816,560,1520,0,133888313921363382,0;TBN_NONE
0,548,1213,817,560,1520,0,133888313921363382,0;TBN_NONE
0,552,1212,817,560,1520,0,133888313921520009,0;TBN_NONE
0,556,1212,817,560,1520,0,133888313921520009,0;TBN_NONE
0,559,1211,817,560,1520,0,133888313921520009,0;TBN_NONE
0,563,1211,817,560,1520,0,133888313921676197,0;TBN_NONE
0,566,1210,818,560,1520,0,133888313921676197,0;TBN_NONE
0,570,1209,818,560,1520,0,133888313921676197,0;TBN_NONE
0,573,1209,818,560,1520,0,133888313921832292,0;TBN_NONE
0,577,1208,819,560,1520,0,133888313921832292,0;TBN_NONE
0,580,1208,819,560,1520,0,133888313921832292,0;TBN_NONE
0,583,1207,819,560,1520,0,133888313921988722,0;TBN_NONE
0,586,1207,820,560,1520,0,133888313921988722,0;TBN_NONE
0,589,1206,821,560,1520,0,133888313922144440,0;TBN_NONE
