完成时间,0,38,90,
错误次数,0,9,40,
PerOffsetDistanceRatio_7,14,46,37,7,13,11,1,2,1,1,1,0,0,1,1,0,0,0,0,0,4,22,25,14,20,15,7,9,4,2,5,0,5,2,1,0,0,0,0,1,1.12661000,1.00100000
TotalSelectTime,3,7,26,29,16,15,10,9,7,6,0,1,1,2,1,2,0,0,1,0,1,2,8,15,19,12,12,9,16,9,7,5,5,2,4,4,2,2,0,2,167581.00000000,13188.00000000
PerDrawingSpeedCV_14,0,0,5,15,14,35,27,16,8,8,3,2,0,0,2,0,1,0,0,0,1,2,2,6,7,14,27,27,13,10,7,2,7,3,1,1,1,2,1,2,0.89770100,0.14643600
PerDrawingAvgSpeed_11,2,4,3,3,6,13,22,24,9,9,10,8,4,7,7,2,0,1,1,1,2,4,7,16,22,13,18,16,8,10,5,5,3,2,0,2,1,1,1,0,0.15696300,0.01295660
PerDrawingSpeedCV_23,2,2,9,17,26,30,30,5,6,3,1,2,3,0,0,0,0,0,0,0,2,2,4,10,16,17,30,12,14,9,4,3,2,4,0,1,2,1,1,2,0.89876100,0.17809800
AllOffsetAvgDistanceRatio_seg,12,22,27,20,15,18,4,12,1,2,0,0,0,3,0,0,0,0,0,0,8,8,15,22,10,16,14,9,6,6,6,5,1,3,1,1,1,1,1,2,1.10984000,1.00689000
1,1.33824033,1.10897626
1,0.37494615,0.83936471
1,1.40572836,0.92988364
1,0.53168200,0.71348580
1,0.88381483,1.04410651
1,1.33494262,1.24950930
1,0.79595683,0.75300210
1,1.21865733,0.62904592
1,1.11686781,1.27708533
1,0.72099162,0.75439822
1,0.68215570,1.35965963
1,0.79015772,0.58899997
1,0.92689715,1.07833291
1,0.20191204,0.33683347
1,0.10119565,0.92953487
1,0.93033048,1.10326699
1,0.65166196,1.14523995
1,0.53189260,1.57247243
1,0.27770094,0.56826090
1,1.33027330,1.46451561
1,0.75920739,0.66235762
1,1.39608421,1.45527280
1,1.60342219,0.88921601
1,0.91604191,0.28744063
1,1.11697191,1.16655251
1,0.68003012,1.37811923
1,0.34564339,1.38545321
1,1.26739306,1.16318989
1,0.86616141,1.13138850
1,0.14547381,1.18958368
1,1.32267886,1.46332487
1,1.11735157,0.76390468
1,0.71324886,0.61453718
1,0.98626177,1.28442341
1,0.24327489,1.09743844
1,1.36497189,0.52637826
1,1.32668200,0.12539317
1,0.54049842,0.34307203
1,0.92694459,1.74783130
1,0.20541412,1.30105296
1,0.14318270,1.41971715
1,0.16569036,1.26722292
1,0.97789812,1.12371418
1,0.37957859,1.59193948
1,0.63690406,1.11424975
1,0.92240423,1.24483664
1,0.40083918,1.61120309
1,0.27720343,1.18402923
1,0.21348790,1.10678119
1,0.28112075,1.54044157
1,0.50507083,1.14727810
1,0.34788142,0.81929860
1,0.57570030,0.79612451
1,1.25067959,1.35891373
1,0.18531669,1.33223266
1,0.70620451,1.24765698
1,0.95150650,1.16270586
1,0.60214274,1.33719239
1,0.80249396,1.21581647
1,1.33941246,0.78672134
1,1.14641252,0.59403562
1,1.18869455,0.17989434
1,0.40479235,1.03865407
1,0.46616146,0.86325719
1,0.84086268,0.89872195
1,1.23197948,1.66316598
1,1.06632324,1.42905034
1,0.07811984,1.60367406
1,1.36794681,1.49498655
1,0.50966100,1.61711187
1,0.96154690,1.60228570
1,0.60135743,0.64198577
1,0.89798096,1.38019898
1,0.95429106,1.37487150
1,0.84630625,0.82072244
1,0.52298518,1.27464864
1,0.68796071,0.96083804
1,1.76557013,1.66269314
1,1.28425301,0.30817536
1,1.45278766,1.58912152
1,0.87127930,0.88480135
1,0.39838371,1.03044970
1,1.26131900,0.69228743
1,1.84666528,0.66054669
1,1.52060087,1.87083961
1,1.69701485,0.78998385
1,1.60787390,1.03401184
1,0.69732762,0.39771903
1,0.98845197,0.51369747
1,1.33474787,0.67864184
1,0.46046787,1.41168984
1,0.89823919,0.89302241
1,0.50787191,1.61272938
1,0.60467960,0.97505698
1,0.23603089,0.86046772
1,2.10202847,0.71467060
1,1.27669571,1.64579419
1,0.38969446,0.48384857
1,1.63780802,1.40213400
1,0.57033573,0.35274120
1,0.66934176,0.91097593
1,0.61213643,0.22011226
1,0.87367583,0.45883437
1,0.96403300,0.84246690
1,1.07430482,0.37508538
1,0.76696502,1.30240777
1,1.03207254,1.22992095
1,0.02090163,0.36641518
1,1.16043444,0.45953614
1,1.03140995,1.14444904
1,0.51090678,1.18391491
1,1.13447446,0.87573142
1,0.48556994,0.82508938
1,-0.31080533,0.69214247
1,1.06119990,0.68759826
1,1.47135404,1.32215826
1,-0.02875192,0.58948229
1,1.39127082,0.48144154
1,0.71489918,0.61038083
1,-0.13192450,0.84175387
1,0.76024236,0.76900334
1,1.09272901,0.07244262
1,0.61660798,0.60799599
1,0.44329361,1.16891782
1,0.21548019,0.28541275
1,0.25014874,0.52300376
1,-0.18757867,0.60920081
1,1.30555041,1.43024755
1,0.85146162,1.62578541
1,0.51785409,0.17778871
1,1.07836009,0.71670664
1,0.76768320,0.75666417
1,0.59802678,0.50496159
1,0.76181258,1.13612114
1,0.87935893,0.35150676
1,0.73455070,0.62892712
0,0.58808811,0.94022959
0,0.75790735,0.97564792
0,0.50206618,1.31176662
0,0.37337808,0.97421020
0,0.57952555,0.78531359
0,1.11056300,0.88996186
0,0.92698043,1.24593339
0,0.93609660,1.29771292
0,0.61318747,1.08138950
0,0.09398048,1.12412323
0,0.13912564,1.56859063
0,0.18138177,0.85595574
0,0.46749781,1.01309352
0,0.93163918,0.64970009
0,0.57483248,0.87709582
0,0.17207424,0.75656756
0,0.58546281,1.16663042
0,1.44455882,1.73090157
0,0.12124406,1.40173464
0,0.53962946,1.46466934
0,0.55097421,0.34851032
0,0.03422061,0.66076705
0,0.51247601,0.98350421
0,0.35111386,1.23186371
0,0.54573338,1.27691594
0,0.47004135,1.11173625
0,0.16311274,1.19103920
0,0.70497065,0.63594313
0,0.43633597,0.82466567
0,0.92796455,0.78700499
0,0.05128162,1.06063668
0,-0.08156951,0.98295072
0,-0.02234120,1.06497322
0,0.34374070,1.06801464
0,-0.07636414,1.56702551
0,0.22025270,0.81916878
0,0.57431441,0.69877813
0,0.18300847,1.02059688
0,0.29716517,0.64403084
0,-0.11753960,1.06723279
0,0.28982954,0.58798542
0,-0.14685560,1.08846565
0,0.59839290,1.17024113
0,0.41569663,1.49066903
0,-0.07395041,1.37330996
0,0.87408189,1.34278263
0,0.36039097,0.44237318
0,0.20138821,0.75276117
0,0.96356364,0.90351856
0,0.36981639,1.38198279
0,0.13874721,1.03263313
0,0.24626725,0.67682165
0,0.43532478,0.87907395
0,0.23689829,1.02790186
0,1.13788768,0.46675272
0,0.35728114,0.86509027
0,0.07563465,1.16528805
0,0.23815133,0.87302004
0,0.53254530,1.13636724
0,0.31751732,1.24740284
0,0.49422379,1.54593302
0,0.99451758,0.22026306
0,0.12332781,0.64147052
0,0.52185015,1.49899767
0,0.66921996,1.02372636
0,0.15151921,1.17772967
0,0.05717439,1.01766151
0,0.63883416,1.07198402
0,0.01075707,1.12979026
0,0.46176646,0.67255175
0,0.24265928,1.13128487
0,0.40873935,1.03312354
0,1.37710219,0.69432128
0,-0.40352603,1.44749359
0,0.30157422,0.39528825
0,0.58072275,0.83809016
0,0.68809930,0.55309020
0,0.30313337,0.68261487
0,0.26729251,0.25496905
0,0.13659419,1.16977370
0,0.57419545,0.67701052
0,0.54463284,1.08221841
0,-0.01040466,1.14770935
0,0.76078406,1.21253625
0,0.58576947,1.16024633
0,0.41229499,0.73739829
0,0.09508582,0.98436622
0,0.65797155,0.79855672
0,0.41784593,1.55385172
0,0.30635509,0.94038876
0,0.26030760,1.69500420
0,-0.10507110,0.78098141
0,0.04627175,1.32783950
0,0.19438730,0.94000340
0,0.74476530,0.94250437
0,0.28709131,1.39126242
0,0.29577854,1.21360258
0,0.10296768,1.46839651
0,0.36640017,1.59485450
0,0.99932948,1.54932780
0,1.06286343,0.70794998
0,0.43369177,1.54012462
0,0.04300801,0.60551152
0,0.94452176,0.98508302
0,0.13764252,0.67166819
0,-0.04274034,0.64658934
0,0.16983647,1.25848660
0,0.22323882,1.42217285
0,2.00265798,1.36100550
0,0.25674142,1.67211089
0,0.32952260,0.87343900
0,0.50750250,1.09388563
0,0.19679027,1.28680136
0,-0.14443472,0.58286462
0,0.08926711,0.57944216
0,0.20962385,0.82033850
0,0.21931838,0.72331294
0,0.45920691,1.15556094
0,1.22057160,0.99716741
0,0.41976279,1.24160741
0,0.68151289,0.47661578
0,0.39549072,1.09705216
0,0.64517248,0.62295089
0,0.31388985,1.31569907
0,0.36451865,1.24981420
0,0.42173727,1.30159065
0,0.35494093,0.75401529
0,0.39583966,1.35580112
0,0.62209601,0.45568951
0,0.21883960,1.34346295
0,0.29513339,1.00590085
0,0.57883577,1.24521129
0,0.39426657,1.11964136
0,0.11844711,0.46320811
0,0.82843022,0.92887234
0,0.52762755,1.11171301
